Target,US_Interest_Rate_3Y__diff1,KR_Interest_Rate_3Y__diff1,US_Spread_10Y_3Y__diff1,KR_Spread_10Y_3Y__diff1
0,-0.1100000000000003,-0.0429999999999997,-0.03,-0.01300002
0,0.0,0.0,0.03,-0.01699996
1,-0.04,-0.032,-0.0099999999999999,0.0090000699999999
0,0.0,-0.1030000000000002,0.0,0.0109999199999999
0,-0.0700000000000002,-0.0309999999999996,0.0,-0.0060002899999999
1,0.0100000000000006,-0.04,0.0,-0.0139997
0,0.0199999999999995,0.0179999999999997,0.02,-0.00200009
0,-0.04,0.0409999999999999,0.0,0.01100016
0,0.0099999999999997,-0.0229999999999996,-0.03,-0.00400019
0,-0.0499999999999998,0.0169999999999999,0.03,-0.0109999199999999
1,0.04,-0.0409999999999999,0.0099999999999999,-0.02600002
1,-0.0099999999999997,-0.0550000000000001,0.03,0.0229999999999999
1,0.0099999999999997,0.012,0.03,0.03499985
1,0.0499999999999998,0.0129999999999999,0.0099999999999999,-0.0049998799999999
0,0.0700000000000002,-0.008,0.01,-0.01599979
0,0.0099999999999997,0.012,-0.0199999999999999,0.0329997499999999
1,0.0,0.068,0.0099999999999999,0.00099993
0,0.1299999999999999,-0.0849999999999999,-0.03,0.03299999
0,0.0,0.0670000000000001,0.07,0.0090000699999999
1,-0.0299999999999993,0.0259999999999998,-0.0199999999999999,0.0329999899999999
0,0.04,-0.0129999999999999,0.03,-0.0159997999999999
0,0.0,0.0099999999999997,0.0,0.0219998399999999
0,-0.0100000000000006,0.0220000000000002,0.0,0.0060000399999999
