Target,Volume,Transaction_Value,Volume_ROC,Net_Purchase_Foreigner,Net_Purchase_Financial_Investment,Net_Purchase_Investment_Trust,Net_Purchase_Pension_Fund
1,529363268,19050400000000.0,0.054777519,-170878000000.0,-223333000000.0,1892885189.0,-37238109281.0
1,723471549,19204600000000.0,0.366682565,-1353430000000.0,43905183219.0,-99706387904.0,-39124282022.0
0,834106504,36348200000000.0,0.15292233,-946730000000.0,248029000000.0,-131621000000.0,-18026845243.0
1,594162667,24076400000000.0,-0.287665707,82278490784.0,493124000000.0,-38620439415.0,-68439674010.0
1,503267298,16807300000000.0,-0.152980613,60211856009.0,-282895000000.0,-31609777270.0,-84250387368.0
1,454242638,15688000000000.0,-0.097412767,-292334000000.0,-83756810865.0,-5869470172.0,-37728782982.0
1,493643248,15851900000000.0,0.086739127,197812000000.0,265927000000.0,67499779327.0,-40045355102.0
0,704673842,16001900000000.0,0.427496162,-70146532016.0,-435206000000.0,-98655960387.0,-56359337376.0
0,789416273,14921500000000.0,0.120257665,-150844000000.0,-490710000000.0,-2610524450.0,-156511000000.0
0,645750159,10971400000000.0,-0.181990312,-245255000000.0,-148389000000.0,29789231937.0,-99918483580.0
0,504070760,11894500000000.0,-0.219402809,281067000000.0,-169246000000.0,-27169783821.0,-111209000000.0
0,638418712,12435400000000.0,0.266525977,-141897000000.0,-272798000000.0,-25243400368.0,-126544000000.0
1,467526732,10326300000000.0,-0.267680093,365704000000.0,-159031000000.0,-64682010361.0,-26623506531.0
0,568155109,11349000000000.0,0.215235558,-233145000000.0,8214190140.0,-47709033284.0,-57959444574.0
0,675389953,10513500000000.0,0.188742198,-190553000000.0,9618551605.0,52357085949.0,-61792240669.0
0,624377647,9995330000000.0,-0.075530152,-120196000000.0,-265061000000.0,-2502191745.0,-34198056616.0
0,685135617,12025500000000.0,0.09730965,-1898044111.0,-176359000000.0,-101930000000.0,18237382266.0
0,735132744,10727600000000.0,0.072974059,-1229151556.0,-135053000000.0,34867160839.0,-21794190917.0
0,557784633,10776800000000.0,-0.241246377,-108020000000.0,-186281000000.0,-6884108879.0,-29293162299.0
1,399458711,8524820000000.0,-0.283847766,-34008655799.0,36200932204.0,13796593680.0,-23363288732.0
1,471808571,9270270000000.0,0.181119745,-14806143234.0,-13252495253.0,33334206.0,-28011446799.0
0,547169704,8577990000000.0,0.159728198,20622541049.0,40541331832.0,-63778763073.0,-51835317928.0
1,441140168,10099500000000.0,-0.193778156,110643000000.0,121687000000.0,28619640312.0,47429944502.0
0,577383852,8302850000000.0,0.308844431,-191548000000.0,-180057000000.0,-19674114025.0,28197277830.0
1,483587568,8221910000000.0,-0.16245048,-13515475702.0,166541000000.0,80218616141.0,25465344457.0
1,441365852,8275020000000.0,-0.08730935,-161237000000.0,-5316486785.0,8275556226.0,21964499226.0
1,364003001,7765440000000.0,-0.175280554,-16495437008.0,222793000000.0,-11821751819.0,1330609779.0
0,473168805,11335000000000.0,0.299903582,-215736000000.0,300528000000.0,-51354930376.0,-29397802841.0
1,493367317,10029700000000.0,0.042687751,369058000000.0,-118803000000.0,-32221966497.0,-90160555822.0
1,342072516,8699610000000.0,-0.306657526,412832000000.0,25012921633.0,2769282705.0,-101864000000.0
0,384579023,7590070000000.0,0.124261684,161804000000.0,-111409000000.0,12306602839.0,-67695462635.0
0,422126144,7626690000000.0,0.097631745,-69319515554.0,-198331000000.0,923068801.0,-56426406209.0
0,377270533,8325830000000.0,-0.106261154,-5894909225.0,-63791459498.0,-31645708178.0,-57030681436.0
0,396289098,7718990000000.0,0.050410947,-355191000000.0,228982000000.0,-33738752044.0,-23745563866.0
1,411070381,8340730000000.0,0.037299242,23838762297.0,56398227660.0,6427668743.0,-27693064065.0
0,359409844,8927210000000.0,-0.125673217,-298118000000.0,123283000000.0,-43959317160.0,-20577765339.0
0,417576035,9271000000000.0,0.161838058,113315000000.0,81462358506.0,16126457450.0,-45074081410.0
1,412509123,9577500000000.0,-0.012134106,-517265000000.0,994285000000.0,94019052355.0,40530016080.0
1,441729809,11995200000000.0,0.07083646,47799868129.0,943236000000.0,38932624094.0,-2066687615.0
0,416289507,8772090000000.0,-0.05759245,-374504000000.0,-60941190277.0,25277139127.0,-10653468979.0
0,462342076,7827320000000.0,0.110626303,-1648570533.0,-291725000000.0,-458974483.0,-29168014311.0
1,414667757,7571720000000.0,-0.103114818,-167630000000.0,137388000000.0,991289389.0,-37567212618.0
0,394676191,7803100000000.0,-0.048211045,-68589734691.0,-611773000000.0,-49558658730.0,-16541773482.0
0,433184441,7063030000000.0,0.097569225,-127824000000.0,-564065051.0,3799839379.0,-79461316737.0
0,438614599,7459540000000.0,0.012535441,-132155000000.0,328953000000.0,-23986723292.0,-160438000000.0
0,427476174,7060840000000.0,-0.025394561,-42589254898.0,-315819000000.0,-15192809548.0,-38308362599.0
1,366240767,6761280000000.0,-0.143248702,-28216151255.0,-111376000000.0,39597810867.0,-22779748824.0
0,424858687,10244700000000.0,0.160052963,-423020000000.0,-340374000000.0,-31506596796.0,13924326296.0
0,451722351,9141360000000.0,0.063229645,-272074000000.0,127213000000.0,-1387675662.0,68030280875.0
1,289391533,6522750000000.0,-0.359359721,-326293000000.0,209017000000.0,-11469949318.0,2768252958.0
0,416004097,9505950000000.0,0.437513022,-207849000000.0,616440000000.0,-11463561654.0,-15338673947.0
1,446948721,9140840000000.0,0.074385383,-119609000000.0,452763000000.0,26281767162.0,61435564790.0
1,515451710,8929120000000.0,0.153268117,-57984808125.0,112937000000.0,39077522626.0,58458289216.0
0,582883748,7164460000000.0,0.130821252,-161144000000.0,-215289000000.0,-44677591430.0,13460559607.0
0,788356048,8393100000000.0,0.352509914,-210561000000.0,30844524784.0,-3895866712.0,7677329.0
1,509375162,7711250000000.0,-0.353876763,428197000000.0,-125328000000.0,6290701834.0,-3265771520.0
1,911545886,8897570000000.0,0.789537367,346054000000.0,-16998260843.0,12624213597.0,-33366749309.0
0,756946720,9054470000000.0,-0.169601079,-138060000000.0,-165687000000.0,-18619309272.0,-25972480849.0
0,521208061,9295960000000.0,-0.311433622,210262000000.0,-33484841601.0,-23356612466.0,-15807856229.0
0,395930159,7117570000000.0,-0.240360638,-258377000000.0,137787000000.0,-12535026557.0,-29639933856.0
1,444165247,7949280000000.0,0.121827264,-154287000000.0,-34645073508.0,24992630141.0,29204055296.0
0,440806736,7832200000000.0,-0.0075614,-345705000000.0,-59644597356.0,59667258939.0,-40605774771.0
0,531072827,9251520000000.0,0.204774754,-479956000000.0,176972000000.0,-42161800785.0,-1442681989.0
1,514875992,8009950000000.0,-0.030498331,-380133000000.0,183020000000.0,8392948190.0,55811842429.0
1,444842306,6954630000000.0,-0.136020492,-66328418195.0,52459625770.0,1395609395.0,11140504061.0
0,394982283,8233070000000.0,-0.112084715,-327330000000.0,-32180808742.0,-5614830315.0,-27733226134.0
1,358157301,6739280000000.0,-0.093231984,-127321000000.0,370088000000.0,36155663302.0,27148167996.0
1,377461502,7679300000000.0,0.053898667,140098000000.0,232919000000.0,43251095939.0,-26207914278.0
1,578661884,8040960000000.0,0.533035504,133973000000.0,64326363211.0,46721279590.0,46060022904.0
1,528584832,15225500000000.0,-0.0865394,711542000000.0,317814000000.0,-40670034237.0,-26369617725.0
0,457675546,12086600000000.0,-0.134149302,411154000000.0,-273785000000.0,22198230036.0,-91882947671.0
0,467217484,7667330000000.0,0.020848695,-13714797057.0,232627000000.0,-2639601913.0,-138541000000.0
1,395030998,7288450000000.0,-0.154502964,283213000000.0,45294106275.0,20197957420.0,-66663851463.0
0,312467956,5825600000000.0,-0.209003958,50419710381.0,-74056490487.0,5027214236.0,-75164072675.0
0,307123090,5934170000000.0,-0.017105325,13789995380.0,16204094102.0,-27512021026.0,37279199726.0
1,306963703,6382100000000.0,-0.000518968,-91051423175.0,568363000000.0,24327135840.0,35544981079.0
1,419843260,9328220000000.0,0.367729331,554363000000.0,1096210000000.0,33571058162.0,-47933820931.0
1,407440839,6806410000000.0,-0.029540598,457125000000.0,-161164000000.0,186561962.0,60383627461.0
0,388973752,8129520000000.0,-0.045324585,-75238474139.0,-81675366334.0,-37321048424.0,-19315939507.0
1,323806345,6586440000000.0,-0.167536773,99964854525.0,354642000000.0,9466020611.0,39970751088.0
1,345054695,7713380000000.0,0.065620549,352945000000.0,115084000000.0,6089359018.0,2598939340.0
1,439485471,7755320000000.0,0.273669008,142987000000.0,-93440363943.0,-21130474454.0,-14890996375.0
1,360873812,6577870000000.0,-0.178872031,118534000000.0,-7730491623.0,-9415175381.0,-61286809145.0
0,359382702,6537960000000.0,-0.004131943,-214753000000.0,104016000000.0,-14552541225.0,-36743353134.0
0,364743731,8376480000000.0,0.014917326,-106313000000.0,227072000000.0,-6079973448.0,-3053823423.0
1,443089715,8753420000000.0,0.214797342,-94681286706.0,481503000000.0,38553770729.0,456656053.0
0,579271100,9428200000000.0,0.307344947,79866148864.0,-243515000000.0,6570736938.0,51627599035.0
1,664284035,11992500000000.0,0.146758461,125286000000.0,249429000000.0,-8125593408.0,1778071116.0
0,516596238,8837750000000.0,-0.222326278,-176686000000.0,-298975000000.0,-49335911087.0,-32095023693.0
1,498860818,8772370000000.0,-0.034331299,257074000000.0,134670000000.0,14744581721.0,9682279634.0
0,427066848,8300520000000.0,-0.143915833,29410123845.0,-229486000000.0,5375995538.0,95674873924.0
1,390989432,7685320000000.0,-0.08447721,-145740000000.0,243899000000.0,-2897283516.0,-30786894530.0
0,446877270,8127640000000.0,0.14293951,36060258561.0,-202987000000.0,-19525997049.0,30629380367.0
1,431796634,7916790000000.0,-0.033746706,203839000000.0,277014000000.0,33774736433.0,83565047318.0
1,435003610,8260510000000.0,0.007427052,5342310158.0,157321000000.0,-23683207663.0,27083471747.0
1,378033628,7732530000000.0,-0.130964389,74912663432.0,657593000000.0,-16138043973.0,-55948709324.0
0,377934427,7513620000000.0,-0.000262413,-130864000000.0,64103027249.0,-26289983091.0,57100772435.0
1,530123485,12960700000000.0,0.402686411,625200000000.0,322737000000.0,145557000000.0,159791000000.0
1,465313553,12873300000000.0,-0.122254406,856547000000.0,227749000000.0,56582565051.0,32437027401.0
1,384828383,10181600000000.0,-0.172969752,59377574402.0,-184339000000.0,17396007377.0,43159464303.0
1,392497373,8418110000000.0,0.019928338,-92128963587.0,133439000000.0,-25045227011.0,20169403822.0
1,570423377,11202500000000.0,0.453317694,480438000000.0,1096670000000.0,33337206710.0,9714347547.0
0,578334789,9467810000000.0,0.013869368,13090104788.0,179404000000.0,-34617536391.0,-64993753419.0
0,465967201,8848290000000.0,-0.194295052,-37303203376.0,377386000000.0,-49297684267.0,13269625657.0
1,440428129,9582770000000.0,-0.054808733,82263319958.0,958563000000.0,-798990823.0,-28109502226.0
1,349733378,10359800000000.0,-0.205924066,224944000000.0,-285766000000.0,-474021395.0,-13529290475.0
1,460086621,9418930000000.0,0.315535348,701652000000.0,785403000000.0,45360139712.0,29680611113.0
1,409871688,9628190000000.0,-0.109142346,228169000000.0,207004000000.0,-45651530761.0,-48757352917.0
0,463131608,10121600000000.0,0.12994291,-97306133000.0,-1026320000000.0,-82922074334.0,-23322437270.0
0,770176172,8992270000000.0,0.662974754,114905000000.0,-573621000000.0,-101652000000.0,-51803099856.0
0,522289892,8384470000000.0,-0.321856595,-51007262023.0,-225720000000.0,-47365153570.0,-120252000000.0
0,320143990,6763630000000.0,-0.387037745,170002000000.0,-252660000000.0,-60224900997.0,-69842222660.0
0,791214273,8896710000000.0,1.471432536,65561520138.0,144537000000.0,-30452817222.0,-123930000000.0
0,570021066,8795830000000.0,-0.2795617,-23772970820.0,17558623393.0,-40309700084.0,-88601071428.0
0,788422596,13669900000000.0,0.383146419,2296220000000.0,-424100000000.0,92631377706.0,-56890552755.0
0,790177187,8368770000000.0,0.002225445,-211917000000.0,-53291793982.0,-44027256870.0,-65731730497.0
1,802102006,8182710000000.0,0.015091323,-49758040039.0,189454000000.0,-38977120453.0,-75262965119.0
0,659578602,8828510000000.0,-0.17768738,-183870000000.0,-287721000000.0,-31179346966.0,-83150626229.0
0,965595357,11281600000000.0,0.463957979,-905571000000.0,89850072093.0,-26931353592.0,-81359132204.0
1,571507487,8300180000000.0,-0.408129417,-132615000000.0,-11955621903.0,11780753905.0,-38692383388.0
1,518806918,9174540000000.0,-0.092213261,702836000000.0,-105263000000.0,-38034751727.0,-75358587043.0
0,388045571,8419920000000.0,-0.252042412,300054000000.0,-21916102074.0,20482718153.0,1845425801.0
1,472284165,8029400000000.0,0.217084282,141102000000.0,137826000000.0,9801457112.0,62362891350.0
0,395463694,7446530000000.0,-0.162657308,72596902146.0,-35392768573.0,-30480446493.0,-6129803897.0
1,357233504,8124340000000.0,-0.096671807,45736559913.0,122082000000.0,2018862992.0,35308436380.0
1,292662412,7144490000000.0,-0.18075318,378938000000.0,-107632000000.0,36249499311.0,37543912204.0
1,427439639,8958520000000.0,0.460521138,546796000000.0,-5753762947.0,70986827780.0,88985971442.0
0,481808939,8734430000000.0,0.127197609,-13424075615.0,80957806616.0,21539683447.0,59507512094.0
0,454574443,9000430000000.0,-0.05652551,89167046947.0,27968112155.0,-280576421.0,8363215432.0
1,751074606,13462500000000.0,0.652258761,1045220000000.0,64529536631.0,146513000000.0,-44509005586.0
1,596121129,14368100000000.0,-0.206309035,1934410000000.0,410084000000.0,65644912089.0,132048000000.0
0,511677820,12476200000000.0,-0.141654615,179461000000.0,-968005000000.0,67433199407.0,123947000000.0
0,411617635,10386500000000.0,-0.195553102,337847000000.0,-36523993515.0,-58257628092.0,-53133920957.0
1,518182343,11491700000000.0,0.258892474,538979000000.0,622454000000.0,-25330361669.0,-4488688516.0
1,430009355,12493400000000.0,-0.170158226,411334000000.0,170360000000.0,19339886087.0,56020020407.0
1,559385295,13294400000000.0,0.300867733,960755000000.0,775036000000.0,-110220000000.0,-90423236839.0
0,543525036,10107700000000.0,-0.028353014,107712000000.0,-470714000000.0,-37644681117.0,10495829718.0
0,621363093,10691000000000.0,0.143209699,-9300908897.0,109424000000.0,-32521350908.0,-16150453454.0
1,593841761,10221800000000.0,-0.044291868,564332000000.0,276996000000.0,14433252751.0,5759449020.0
1,422699048,9820890000000.0,-0.28819582,615819000000.0,308695000000.0,39642375053.0,92021674096.0
0,612668186,9999240000000.0,0.449419366,108100000000.0,-235238000000.0,-52939992009.0,4490071306.0
0,562144348,9150150000000.0,-0.082465255,-64775807045.0,82532801604.0,-23285416426.0,50767809671.0
1,456396847,10278900000000.0,-0.188114497,169402000000.0,120719000000.0,-15650718952.0,-48461557762.0
1,415376166,10282100000000.0,-0.089879414,146514000000.0,88295019877.0,-11939678140.0,4438819180.0
0,531661427,10950600000000.0,0.279951693,119241000000.0,57616042097.0,-68806104315.0,-18713777280.0
0,574301706,12634500000000.0,0.080201942,35893174343.0,96777588677.0,-39228185895.0,38556958308.0
1,421552569,10266400000000.0,-0.265973678,477877000000.0,76639185114.0,4945486310.0,-1281253923.0
0,496064469,12975400000000.0,0.176755891,179490000000.0,-445242000000.0,-37925464817.0,16723307982.0
1,404014324,12680200000000.0,-0.185560851,770226000000.0,-43513838625.0,11319634698.0,73931939075.0
0,457237152,12207100000000.0,0.131735003,85533627777.0,-407198000000.0,-72997670191.0,34085214971.0
0,378993989,10533000000000.0,-0.171121622,-377380000000.0,-132126000000.0,-51006404764.0,-24711028395.0
1,462910823,10871900000000.0,0.22141996,-324588000000.0,41853533217.0,-26515067376.0,-14115908194.0
1,454259855,11479400000000.0,-0.018688196,182117000000.0,672495000000.0,-13318613139.0,-15234742937.0
0,391384816,8856060000000.0,-0.138412053,-106182000000.0,-38700956515.0,-54255192239.0,27596986702.0
1,403969278,9731030000000.0,0.03215368,-372260000000.0,475106000000.0,-48028409585.0,-23520120205.0
1,498759769,10957600000000.0,0.234647772,334780000000.0,40228954152.0,-176396000000.0,48287264219.0
1,609288045,14142600000000.0,0.221606238,472611000000.0,-186256000000.0,-37065139151.0,136617000000.0
0,584947718,13235800000000.0,-0.039948801,-1035480000000.0,14606140982.0,-106124000000.0,75833319845.0
1,408182483,9523810000000.0,-0.302189802,-86899513299.0,306873000000.0,-899914637.0,1395248889.0
0,695865617,10702800000000.0,0.704790494,-241441000000.0,-538776000000.0,-35396996074.0,18301934161.0
1,720451805,12739400000000.0,0.035331805,853830000000.0,555425000000.0,23926904692.0,10218348100.0
1,825226939,14013600000000.0,0.145429761,1878340000000.0,1096860000000.0,10202996486.0,-15368975587.0
0,509545275,11532700000000.0,-0.382539213,666788000000.0,-26332545579.0,-72132530851.0,-17959564694.0
0,489620187,9979720000000.0,-0.039103666,-43286028618.0,-141536000000.0,-79833518248.0,10313948958.0
1,448300913,12188300000000.0,-0.084390462,623039000000.0,709985000000.0,-45568972334.0,-83112767384.0
0,510644016,12461900000000.0,0.139065305,292898000000.0,172526000000.0,-68364828056.0,85111846153.0
0,419277948,11925000000000.0,-0.178923213,73487346552.0,-189843000000.0,-34140067486.0,-671097806.0
1,495495575,11190100000000.0,0.181783057,782349000000.0,-117411000000.0,-82278583086.0,-77790551674.0
1,397600506,10066800000000.0,-0.197570017,270727000000.0,127609000000.0,-43473379591.0,-4839075428.0
1,630392908,13116900000000.0,0.585493224,1006460000000.0,-253080000000.0,19967817486.0,-116723000000.0
0,640806255,13257000000000.0,0.01651882,531578062.0,-595526000000.0,-99269272338.0,56271725959.0
1,477952756,11978200000000.0,-0.254138435,586429000000.0,-33795731478.0,-4016363006.0,-43559657516.0
0,621030559,11293900000000.0,0.299355535,-113075000000.0,-383324000000.0,-62186516304.0,60407304303.0
1,620652526,10560900000000.0,-0.000608719,206097000000.0,-204863000000.0,35816006554.0,51208702671.0
0,470183666,10037700000000.0,-0.242436555,303574000000.0,53173111089.0,16762606397.0,-3594160472.0
1,561333352,12789900000000.0,0.193859746,1065090000000.0,-1302700000000.0,104127000000.0,98875013081.0
0,514575252,11903500000000.0,-0.083298275,14607221018.0,-556272000000.0,-38180264801.0,38901923580.0
0,561950019,10506600000000.0,0.09206577,-238068000000.0,-31416184970.0,-9752284617.0,52468571584.0
0,570212078,12257700000000.0,0.01470248,-270262000000.0,-79588663622.0,-91530079344.0,22980198501.0
0,414348111,9779320000000.0,-0.273343854,-169245000000.0,-129365000000.0,-26296801166.0,-39210361102.0
1,478786204,10571100000000.0,0.155516802,574595000000.0,-81879476001.0,44505115327.0,18849862974.0
0,809473426,14044800000000.0,0.690678259,-348922000000.0,-630396000000.0,-7212402476.0,65608826735.0
1,401892185,11021100000000.0,-0.503514047,-750441000000.0,631278000000.0,7751327836.0,147385000000.0
0,430275765,9948340000000.0,0.070624862,-25292878480.0,42341247741.0,17371773643.0,36406688137.0
1,325739636,10227700000000.0,-0.242951469,492409000000.0,222342000000.0,41659091754.0,56511371856.0
0,334062359,8987960000000.0,0.025550231,-289241000000.0,-408178000000.0,-54408070716.0,43689175152.0
1,450520678,10148900000000.0,0.348612515,473102000000.0,21394724435.0,-31278545362.0,68613364520.0
1,470546033,10491400000000.0,0.044449358,345192000000.0,253653000000.0,24783141696.0,81079168766.0
1,460083516,11347100000000.0,-0.022234843,238400000000.0,173358000000.0,59908474116.0,11678673739.0
0,351087270,9059050000000.0,-0.236905349,2674010328.0,-145513000000.0,19372105745.0,-2122962625.0
0,338612027,7850450000000.0,-0.035533168,94476971612.0,57001136004.0,-13838084914.0,12629640424.0
1,532203424,11153700000000.0,0.571720381,1115540000000.0,792710000000.0,-23927915909.0,-41010585708.0
1,436315210,10293600000000.0,-0.18017211,400078000000.0,90059882225.0,3997296237.0,-11754431659.0
0,423810541,11102800000000.0,-0.028659714,-358695000000.0,84720280682.0,68042480247.0,-178896000000.0
1,586133434,11566900000000.0,0.383008154,148284000000.0,399905000000.0,-4277000835.0,30362348178.0
0,625277713,13054700000000.0,0.066783904,20102584195.0,73704563018.0,-12863342247.0,-47682492630.0
1,443295551,9491100000000.0,-0.291042137,84516691286.0,113662000000.0,10175792200.0,-12775451031.0
1,521841311,13253200000000.0,0.177185988,425686000000.0,680881000000.0,20138752277.0,-68611125297.0
0,575936318,11008300000000.0,0.103661795,-241486000000.0,-18961498104.0,-6162987108.0,-85629787897.0
1,582071105,12502300000000.0,0.01065185,-16080521471.0,464617000000.0,50160158193.0,-152220000000.0
0,560818982,10490400000000.0,-0.036511215,-106648000000.0,29634389785.0,-68433902903.0,-222972000000.0
0,484723878,12378500000000.0,-0.135685678,294146000000.0,114019000000.0,-9654005532.0,-82718762426.0
0,428079461,11449300000000.0,-0.116859143,361786000000.0,-265533000000.0,-18517954611.0,-120027000000.0
0,501638731,12363400000000.0,0.171835551,-313508000000.0,-750503000000.0,-56139454255.0,19663305533.0
1,556709910,15847800000000.0,0.10978255,-136694000000.0,376044000000.0,24060689470.0,-31889385495.0
0,440956718,11587000000000.0,-0.207923714,44235878679.0,-15319724316.0,-9950412122.0,91413317565.0
0,438980914,13076500000000.0,-0.004480721,-1027370000000.0,-227779000000.0,-28666562594.0,19495675617.0
0,372741998,11132100000000.0,-0.150892474,-784858000000.0,-346763000000.0,-35263388378.0,-11311011216.0
1,613717789,16353900000000.0,0.646494874,-1336890000000.0,1016860000000.0,1846432380.0,35726932921.0
1,782329142,13995600000000.0,0.274737601,189037000000.0,239275000000.0,14675655173.0,-87898380882.0
0,773459815,12649000000000.0,-0.011337079,-211346000000.0,-145614000000.0,-51292937456.0,-56759701617.0
1,881481171,13625000000000.0,0.139659946,591569000000.0,-278082000000.0,23426254515.0,-28481749691.0
1,783870642,12465300000000.0,-0.110734673,286092000000.0,250291000000.0,7850912166.0,-75792233751.0
0,506891681,11327700000000.0,-0.353347793,16955223849.0,-469019000000.0,2815508326.0,-42084005040.0
1,558892980,11776500000000.0,0.102588582,-223955000000.0,-161349000000.0,6004198584.0,55170078788.0
1,511008858,11839600000000.0,-0.085676728,234249000000.0,75504916231.0,-31391354851.0,-39944640603.0
1,700027275,19135900000000.0,0.369892643,1544900000000.0,-365296000000.0,93869481202.0,145755000000.0
1,644979251,16187000000000.0,-0.07863697,731514000000.0,-387074000000.0,-30296646285.0,26248186801.0
0,593985068,12457600000000.0,-0.079063292,-137446000000.0,69937951278.0,-38586060425.0,-104815000000.0
1,561975111,13269500000000.0,-0.053890171,649277000000.0,4851659863.0,-61083195488.0,-86674294484.0
1,646706151,14069600000000.0,0.150773652,275707000000.0,737353000000.0,-33536889816.0,-40867759683.0
1,758165860,13577000000000.0,0.172349851,496594000000.0,238199000000.0,-54302043687.0,-12058234062.0
0,631143373,14493000000000.0,-0.167539181,-342445000000.0,130976000000.0,-20531474845.0,-55625807230.0
0,594166310,11082700000000.0,-0.058587422,-529881000000.0,69441491634.0,-18088421801.0,-40610700848.0
1,714242157,11767700000000.0,0.202091308,60954213464.0,245808000000.0,1104857609.0,-69786241878.0
1,535034373,11325100000000.0,-0.250906198,433534000000.0,-199816000000.0,25277874885.0,-57566702430.0
0,397169222,10271100000000.0,-0.257675316,513619000000.0,-667570000000.0,-8276939954.0,-49150461166.0
1,610550442,11020100000000.0,0.537255175,32153817876.0,307069000000.0,-8248546170.0,-67354281714.0
1,459218341,9945340000000.0,-0.24786175,-63341087773.0,125995000000.0,-18725047300.0,31781348253.0
0,538842197,11648500000000.0,0.173389974,-33276899038.0,-194929000000.0,-59832305081.0,-2260295343.0
1,340337982,10244000000000.0,-0.368390256,101432000000.0,124207000000.0,15688502665.0,31642026271.0
1,393738620,13067100000000.0,0.156904727,321798000000.0,1014510000000.0,-5162319581.0,73082580326.0
1,378159145,13142300000000.0,-0.039568064,1313050000000.0,1279220000000.0,-7108346526.0,-9650906892.0
0,425055594,9938580000000.0,0.124012468,528365000000.0,-205357000000.0,-28226073262.0,-47534558080.0
1,456429222,11241900000000.0,0.073810646,327440000000.0,134507000000.0,-53028077615.0,-65384088183.0
1,472472909,11841500000000.0,0.035150438,526916000000.0,170882000000.0,-67403242003.0,-71942289050.0
1,462216873,14649700000000.0,-0.021707141,610466000000.0,-218632000000.0,192200000000.0,-24089116123.0
0,408178316,14085700000000.0,-0.116911693,-550066000000.0,243499000000.0,-39330074671.0,-15959715340.0
1,424457898,12165700000000.0,0.039883505,-76964828774.0,207103000000.0,-31056527583.0,-72565329112.0
1,677904823,12660300000000.0,0.597107337,188337000000.0,192344000000.0,2143664276.0,-51740833718.0
0,549094120,13923500000000.0,-0.190012961,-256584000000.0,352402000000.0,4754932181.0,-196991000000.0
0,658374570,15548200000000.0,0.199019523,-349461000000.0,383195000000.0,-65524507563.0,-85407403428.0
0,426207952,9585230000000.0,-0.352636066,-420231000000.0,-73813572200.0,-102271000000.0,-108266000000.0
0,463878258,10499600000000.0,0.088384803,-85368275960.0,151951000000.0,-83764592286.0,-93564874878.0
1,423403234,11526800000000.0,-0.087253548,247048000000.0,-106392000000.0,25867469004.0,13683039498.0
0,469221275,11053900000000.0,0.108213725,-263539000000.0,6181282757.0,16199577051.0,-12685965214.0
0,440318335,13673700000000.0,-0.061597676,-676696000000.0,-267899826.0,-45715442104.0,-21567374341.0
1,516467609,12971700000000.0,0.172941411,-47288785165.0,285735000000.0,66778146327.0,5130738888.0
1,456515695,10963600000000.0,-0.116080685,447442000000.0,-95649741562.0,31245544893.0,21975444038.0
0,392868090,10199700000000.0,-0.139420409,-244858000000.0,-177361000000.0,-7090627249.0,-100432000000.0
1,557090057,12198000000000.0,0.418007904,149325000000.0,62441095900.0,4047743517.0,-53944809039.0
1,480833975,10905000000000.0,-0.136882863,440977000000.0,-214045000000.0,7930266188.0,25173277491.0
0,531785136,13102100000000.0,0.105964145,-847871000000.0,-327570000000.0,-132460000000.0,-109463000000.0
0,763777757,18781700000000.0,0.436252549,-1523810000000.0,-419457000000.0,23447557100.0,235845000000.0
1,567266430,15535800000000.0,-0.257288623,-174155000000.0,-767265000000.0,140199000000.0,237212000000.0
1,476990686,13081700000000.0,-0.1591417,-18716243874.0,-445931000000.0,64953210444.0,32426918201.0
0,495299005,11463700000000.0,0.03838297,-519635000000.0,-418737000000.0,43335833798.0,85226342980.0
1,475012051,9721690000000.0,-0.040959004,152537242.0,-115613000000.0,37718158055.0,34021210450.0
1,293083794,7601220000000.0,-0.38299714,78501696596.0,89921761727.0,26044643926.0,3960511024.0
1,378532151,8965950000000.0,0.291549239,133323000000.0,-28516764667.0,-7649488765.0,-2248875325.0
1,328748140,8867080000000.0,-0.13151858,391762000000.0,-95053747571.0,-3977404730.0,-29044198714.0
1,385851899,11192900000000.0,0.17370063,1210790000000.0,233179000000.0,-15559717124.0,-2357676377.0
0,395636824,9262570000000.0,0.025359277,-119587000000.0,96704917440.0,-22660691972.0,-37701027259.0
1,484188400,8954160000000.0,0.223820359,292913000000.0,890635336.0,-13108035045.0,14505808864.0
1,417329635,9378560000000.0,-0.138084194,31111966566.0,163607000000.0,-49926784595.0,-64132505607.0
1,441756204,8946320000000.0,0.058530636,68658227680.0,79186890455.0,-5964946296.0,7471486834.0
0,330591762,8285770000000.0,-0.251642062,-295195000000.0,336611000000.0,-28194176229.0,14509555932.0
0,333687885,9087410000000.0,0.009365397,-466658000000.0,343378000000.0,7719858795.0,31745801309.0
0,264056855,8050720000000.0,-0.208671136,-407467000000.0,380792000000.0,8339642979.0,-18214989888.0
1,280773871,10567500000000.0,0.063308396,-343507000000.0,242473000000.0,6498887162.0,-32766656648.0
0,288835634,11464700000000.0,0.028712654,-420835000000.0,-85314301143.0,-55602532288.0,-28011649724.0
1,278845310,10340800000000.0,-0.034588267,-378966000000.0,421572000000.0,-12734537738.0,64139996341.0
1,266992573,8669960000000.0,-0.042506496,238731000000.0,-410572000000.0,12931563638.0,1896520545.0
0,303460408,8978420000000.0,0.136587451,-290653000000.0,-182763000000.0,-33003480658.0,3211590973.0
