Target,TaiwanWeighted,USD_KRW,Dollar_Index,VIX
1,27302.36914,1415.719971,98.43000031,20.78000069
1,27688.63086,1419.73999,98.58999634,18.22999954
1,27752.41016,1419.73999,98.93000031,17.87000084
1,27648.91016,1430.73999,98.90000153,18.60000038
0,27532.25977,1430.400024,98.94000244,17.29999924
1,27532.25977,1435.839966,98.94999695,16.37000084
1,27993.63086,1436.969971,98.77999878,15.78999996
0,27949.10938,1430.969971,98.69000244,16.42000008
1,28294.74023,1425.969971,99.22000122,16.92000008
1,28287.5293,1424.01001,99.52999878,16.90999985
1,28233.34961,1424.02002,99.80000305,17.44000053
1,28334.58984,1427.170044,99.87000275,17.17000008
0,28116.56055,1428.969971,100.2200012,19.0
0,27717.06055,1439.810059,100.1999969,18.01000023
1,27899.44922,1439.73999,99.73000336,19.5
0,27651.41016,1447.900024,99.59999847,19.07999992
1,27869.50977,1454.0,99.62000275,17.60000038
1,27784.94922,1456.089966,99.45999908,17.28000069
1,27947.08984,1459.839966,99.48000336,17.51000023
1,27903.56055,1468.02002,99.18000031,20.0
0,27397.5,1468.709961,99.26999664,19.82999992
1,27447.31055,1446.530029,99.58999634,22.37999916
0,26756.11914,1461.689941,99.55000305,24.69000053
0,26580.11914,1456.550049,100.2300034,23.65999985
1,27426.35938,1466.130005,100.1600037,26.42000008
0,26434.93945,1473.25,100.1800003,23.43000031
0,26504.24023,1467.72998,100.1399994,20.52000046
1,26912.16992,1474.859985,99.66000366,18.55999947
1,27409.53906,1464.920044,99.59999847,17.19000053
1,27554.5293,1470.589966,99.59999847,17.19000053
0,27626.48047,1461.400024,99.45999908,16.35000038
0,27342.5293,1465.619995,99.41000366,17.23999977
1,27564.26953,1470.170044,99.36000061,16.59000015
1,27793.03906,1467.359985,98.84999847,16.07999992
0,27795.71094,1465.030029,98.98999786,15.77999973
1,27980.89063,1472.380005,98.98999786,15.40999985
1,28303.7793,1471.810059,99.08999634,16.65999985
0,28182.59961,1468.51001,99.22000122,16.93000031
0,28400.73047,1467.930054,98.79000092,15.77000046
0,28024.75,1469.040039,98.34999847,14.85000038
1,28198.01953,1470.849976,98.40000153,15.73999977
0,27866.93945,1472.910034,98.15000153,16.5
0,27536.66016,1467.47998,98.15000153,16.47999954
1,27525.16992,1471.73999,98.37000275,17.62000084
0,27468.5293,1474.0,98.43000031,16.87000084
1,27696.34961,1474.359985,98.59999847,14.90999985
1,28149.64063,1473.719971,98.29000092,14.07999992
1,28310.4707,1476.839966,97.94000244,14.0
0,28371.98047,1478.670044,97.98000336,13.47000027
1,28556.01953,1446.52002,98.01999664,13.60000038
1,28810.89063,1441.329956,98.04000092,14.19999981
0,28707.13086,1434.709961,98.23999786,14.32999992
1,29349.81055,1443.640015,98.41999817,14.51000023
1,30105.03906,1440.47998,98.26999664,14.89999962
1,30576.30078,1445.560059,98.58000183,14.75
1,30435.4707,1444.959961,98.68000031,15.38000011
1,30360.55078,1446.140015,98.93000031,15.44999981
1,30288.96094,1450.079956,99.12999725,14.48999977
1,30567.28906,1455.23999,98.86000061,15.11999989
1,30707.2207,1464.930054,99.12999725,15.97999954
1,30941.7793,1473.01001,99.12999725,16.75
1,30810.58008,1462.900024,99.31999969,15.84000015
1,31408.69922,1468.839966,99.38999939,15.85999966
1,31639.28906,1471.579956,99.38999939,15.85999966
0,31759.99023,1471.52002,98.63999939,20.09000015
1,31246.36914,1477.780029,98.76000214,16.89999962
1,31746.08008,1464.829956,98.36000061,15.64000034
1,31961.50977,1463.26001,97.59999847,16.09000015
0,32064.51953,1444.810059,97.04000092,16.14999962
1,32317.91992,1440.97998,96.22000122,16.35000038
1,32803.82031,1432.51001,96.44999695,16.35000038
1,32536.26953,1429.27002,96.27999878,16.87999916
1,32063.75,1428.76001,96.98999786,17.44000053
0,31624.0293,1448.800049,97.61000061,16.34000015
1,32195.35938,1452.540039,97.44000244,18.0
1,32289.81055,1446.680054,97.62000275,18.63999939
0,31801.26953,1460.109985,97.81999969,21.77000046
0,31782.91992,1470.680054,97.62999725,20.37000084
1,32404.61914,1462.400024,96.81999969,17.36000061
1,33072.96875,1458.540039,96.80000305,17.79000092
1,33605.71094,1455.329956,96.83000183,17.64999962
1,33605.71094,1444.189941,96.93000031,20.81999969
0,33605.71094,1440.900024,96.87999725,20.60000038
1,33605.71094,1440.160034,97.93000031,20.22999954
1,33605.71094,1447.75,97.80000305,19.09000015
1,33773.26172,1443.439941,97.69999695,21.01000023
1,34700.82031,1442.199951,97.87999725,19.54999924
1,35413.07031,1439.98999,97.69999695,17.93000031
1,35414.48828,1426.930054,97.79000092,18.62999916
0,35414.48828,1432.319946,97.61000061,19.86000061
0,34323.64844,1452.27002,99.05000305,23.56999969
0,32828.87891,1483.069946,98.76999664,21.14999962
1,33672.94141,1460.75,99.31999969,23.75
1,33599.53906,1479.51001,98.98999786,29.48999977
0,32110.41992,1483.890015,99.18000031,25.5
1,32771.87109,1464.469971,98.83000183,24.93000031
1,34114.19141,1472.780029,99.23000336,24.22999954
0,33581.85938,1475.339966,99.73999786,27.29000092
0,33400.32031,1470.579956,100.3600006,27.19000053
1,33342.51172,1501.75,99.70999908,23.51000023
1,33836.57031,1488.910034,99.58000183,22.37000084
1,34348.57813,1484.869995,100.0899963,25.09000015
0,33689.67969,1505.25,99.23000336,24.05999947
1,33543.87891,1489.839966,99.65000153,26.78000069
0,32722.5,1504.209961,98.94999695,26.14999962
1,32612.24023,1485.359985,99.43000031,26.95000076
1,33439.10938,1497.310059,99.59999847,25.32999992
0,33337.62109,1500.969971,99.90000153,27.44000053
0,33112.58984,1508.359985,100.1500015,31.04999924
0,32518.16016,1507.02002,100.5100021,30.61000061
0,31722.99023,1516.130005,99.95999908,25.25
1,33174.82031,1503.329956,99.65000153,24.54000092
0,32572.42969,1512.089966,100.0299988,23.87000084
1,32572.42969,1509.219971,100.0299988,23.87000084
1,32572.42969,1509.26001,99.98000336,24.17000008
1,33229.82031,1507.849976,99.63999939,25.78000069
1,34761.37891,1499.130005,99.12999725,21.04000092
0,34861.16016,1477.599976,98.81999969,19.48999977
1,35417.82813,1473.280029,98.65000153,19.22999954
0,35457.28906,1482.180054,98.37000275,19.12000084
1,36296.12109,1476.839966,98.12000275,18.36000061
1,36722.14063,1469.420044,98.05999756,18.17000008
1,37132.01953,1474.060059,98.22000122,17.94000053
0,36804.33984,1477.920044,98.09999847,17.47999954
1,36958.80078,1465.150024,98.05000305,18.87000084
1,37605.10938,1469.26001,98.41000366,19.5
1,37878.46875,1485.800049,98.58999634,18.92000008
1,37714.14844,1477.959961,98.80000305,19.30999947
0,38932.39844,1479.949951,98.51000214,18.70999908
1,39616.62891,1474.689941,98.48000336,18.02000046
1,39521.73047,1473.0,98.62000275,17.82999992
1,39303.5,1471.98999,98.91999817,18.80999947
0,38926.62891,1487.380005,98.08000183,16.88999939
1,40705.14063,1471.72998,98.47000122,18.29000092
1,41138.85156,1473.959961,98.01999664,17.38999939
1,41933.78125,1444.449951,98.25,17.07999992
1,41603.94141,1454.790039,97.83999634,17.19000053
1,41790.05859,1460.550049,97.94000244,18.37999916
0,41898.32031,1474.449951,98.29000092,17.98999977
1,41374.5,1492.98999,98.48000336,17.87000084
1,41751.75,1489.839966,98.87999725,17.26000023
