Target,US_GDP,US_M2,US_UNRATE,KR_Interest_Rate_3Y,KR_Spread_10Y_3Y
0,31098.027,22170.3,4.4,2.489,0.35899997
0,31098.027,22170.3,4.4,2.528,0.35699987
0,31098.027,22170.3,4.4,2.562,0.38100004
1,31098.027,22170.3,4.4,2.563,0.37599993
0,31098.027,22170.3,4.4,2.582,0.36899996
1,31422.526,22245.1,4.4,2.596,0.36400008
1,31422.526,22245.1,4.4,2.581,0.37800002
1,31422.526,22245.1,4.4,2.591,0.3729999
0,31422.526,22245.1,4.4,2.554,0.35000014
0,31422.526,22245.1,4.4,2.533,0.33800006
1,31422.526,22245.1,4.4,2.52,0.33599997
1,31422.526,22245.1,4.4,2.569,0.339
1,31422.526,22245.1,4.4,2.555,0.32999992
1,31422.526,22245.1,4.4,2.569,0.32299995
1,31422.526,22245.1,4.4,2.6,0.30400014
1,31422.526,22245.1,4.4,2.572,0.29699993
0,31422.526,22245.1,4.4,2.605,0.30699992
1,31422.526,22245.1,4.4,2.591,0.32200003
1,31422.526,22245.1,4.4,2.62,0.33900023
0,31422.526,22245.1,4.4,2.633,0.30200005
1,31422.526,22245.1,4.4,2.677,0.30699992
1,31422.526,22245.1,4.4,2.732,0.31799984
1,31422.526,22245.1,4.4,2.716,0.34500003
1,31422.526,22277.5,4.5,2.741,0.34500003
0,31422.526,22277.5,4.5,2.729,0.35299993
0,31422.526,22277.5,4.5,2.767,0.35800004
1,31422.526,22277.5,4.5,2.834,0.36899996
0,31422.526,22277.5,4.5,2.894,0.33200002
1,31422.526,22277.5,4.5,2.865,0.365
1,31422.526,22277.5,4.5,2.831,0.3699999
1,31422.526,22277.5,4.5,2.923,0.35899997
1,31422.526,22277.5,4.5,2.932,0.33500004
0,31422.526,22277.5,4.5,2.944,0.3729999
1,31422.526,22277.5,4.5,2.914,0.38700008
0,31422.526,22277.5,4.5,2.872,0.3959999
0,31422.526,22277.5,4.5,2.869,0.41199994
1,31422.526,22277.5,4.5,2.908,0.41700006
0,31422.526,22277.5,4.5,2.872,0.39899993
0,31422.526,22277.5,4.5,2.904,0.385
1,31422.526,22277.5,4.5,2.902,0.362
1,31422.526,22277.5,4.5,2.895,0.35599995
1,31422.526,22277.5,4.5,3.013,0.33800006
0,31422.526,22277.5,4.5,2.991,0.35300016
0,31422.526,22353.6,4.4,3.045,0.342
1,31422.526,22353.6,4.4,3.022,0.32399988
1,31422.526,22353.6,4.4,3.041,0.32700014
0,31422.526,22353.6,4.4,3.025,0.35099983
1,31422.526,22353.6,4.4,2.994,0.36400008
1,31422.526,22353.6,4.4,3.034,0.3670001
0,31422.526,22353.6,4.4,3.084,0.36899996
0,31422.526,22353.6,4.4,3.095,0.27600002
0,31422.526,22353.6,4.4,3.101,0.27699995
1,31422.526,22353.6,4.4,3.093,0.31599998
0,31422.526,22353.6,4.4,3.0,0.32500005
0,31422.526,22353.6,4.4,2.999,0.3139999
1,31422.526,22353.6,4.4,2.996,0.32799983
0,31422.526,22353.6,4.4,2.967,0.34500003
1,31422.526,22353.6,4.4,3.01,0.33200002
1,31422.526,22353.6,4.4,2.999,0.3599999
1,31422.526,22353.6,4.4,2.963,0.4159999
0,31422.526,22353.6,4.4,2.939,0.40600014
1,31422.526,22353.6,4.4,2.958,0.41600013
1,31422.526,22353.6,4.4,2.939,0.4150002
0,31422.526,22353.6,4.4,2.952,0.4330001
1,31856.257,22429.3,4.3,2.935,0.45099998
1,31856.257,22429.3,4.3,2.933,0.46299982
1,31856.257,22429.3,4.3,2.948,0.45000005
1,31856.257,22429.3,4.3,2.91,0.444
1,31856.257,22429.3,4.3,2.902,0.43900013
1,31856.257,22429.3,4.3,2.942,0.444
1,31856.257,22429.3,4.3,2.98,0.41199994
1,31856.257,22429.3,4.3,3.003,0.40899992
1,31856.257,22429.3,4.3,2.996,0.42199993
1,31856.257,22429.3,4.3,3.09,0.40300012
1,31856.257,22429.3,4.3,3.08,0.408
1,31856.257,22429.3,4.3,3.13,0.43499994
0,31856.257,22429.3,4.3,3.191,0.46200013
1,31856.257,22429.3,4.3,3.138,0.464
1,31856.257,22429.3,4.3,3.109,0.44900012
1,31856.257,22429.3,4.3,3.137,0.45299983
0,31856.257,22429.3,4.3,3.096,0.44799995
1,31856.257,22429.3,4.3,3.094,0.43599987
1,31856.257,22429.3,4.3,3.067,0.45099998
1,31856.257,22429.3,4.3,3.106,0.45099998
1,31856.257,22429.3,4.3,3.138,0.4690001
0,31856.257,22627.3,4.4,3.152,0.45099998
1,31856.257,22627.3,4.4,3.189,0.47200012
1,31856.257,22627.3,4.4,3.212,0.5
0,31856.257,22627.3,4.4,3.204,0.48300004
0,31856.257,22627.3,4.4,3.233,0.477
1,31856.257,22627.3,4.4,3.267,0.487
1,31856.257,22627.3,4.4,3.224,0.45700002
1,31856.257,22627.3,4.4,3.2,0.4389999
1,31856.257,22627.3,4.4,3.154,0.464
0,31856.257,22627.3,4.4,3.142,0.42900014
1,31856.257,22627.3,4.4,3.178,0.4100001
1,31856.257,22627.3,4.4,3.143,0.39700007
1,31856.257,22627.3,4.4,3.154,0.42400002
1,31856.257,22627.3,4.4,3.158,0.43499994
1,31856.257,22627.3,4.4,3.124,0.43199992
1,31856.257,22627.3,4.4,3.062,0.408
0,31856.257,22627.3,4.4,3.041,0.4050002
0,31856.257,22686.0,4.3,3.18,0.41400003
0,31856.257,22686.0,4.3,3.223,0.40899992
1,31856.257,22686.0,4.3,3.189,0.4000001
1,31856.257,22686.0,4.3,3.227,0.38899994
0,31856.257,22686.0,4.3,3.42,0.319
1,31856.257,22686.0,4.3,3.283,0.34599996
1,31856.257,22686.0,4.3,3.253,0.35500002
0,31856.257,22686.0,4.3,3.271,0.37800002
0,31856.257,22686.0,4.3,3.338,0.36299992
1,31856.257,22686.0,4.3,3.3,0.3800001
1,31856.257,22686.0,4.3,3.324,0.36800003
1,31856.257,22686.0,4.3,3.261,0.34500003
0,31856.257,22686.0,4.3,3.329,0.36400008
1,31856.257,22686.0,4.3,3.41,0.32599998
0,31856.257,22686.0,4.3,3.617,0.26199985
1,31856.257,22686.0,4.3,3.523,0.31200004
1,31856.257,22686.0,4.3,3.558,0.30099988
0,31856.257,22686.0,4.3,3.552,0.31299996
0,31856.257,22686.0,4.3,3.582,0.33299994
0,31856.257,22686.0,4.3,3.542,0.34899998
0,31856.257,22686.0,4.3,3.552,0.3269999
1,31856.257,22686.0,4.3,3.37,0.319
0,31856.257,22686.0,4.3,3.477,0.3269999
1,31856.257,22686.0,4.3,3.448,0.29900002
1,31856.257,22686.0,4.3,3.432,0.29299998
1,31856.257,22686.0,4.3,3.451,0.30299997
1,31856.257,22686.0,4.3,3.315,0.31299996
0,31856.257,22686.0,4.3,3.338,0.32200003
1,31856.257,22686.0,4.3,3.36,0.3260002
0,31856.257,22686.0,4.3,3.382,0.33299994
1,31856.257,22686.0,4.3,3.339,0.319
1,31856.257,22686.0,4.3,3.328,0.3269999
1,31856.257,22686.0,4.3,3.34,0.33500004
0,31856.257,22686.0,4.3,3.371,0.34599996
1,31856.257,22686.0,4.3,3.348,0.3399999
1,31856.257,22686.0,4.3,3.33,0.32500005
1,31856.257,22686.0,4.3,3.365,0.33200002
1,31856.257,22686.0,4.3,3.458,0.33299994
0,31856.257,22686.0,4.3,3.496,0.32099986
1,31856.257,22686.0,4.3,3.492,0.32799983
1,31856.257,22686.0,4.3,3.529,0.33200002
1,31856.257,22686.0,4.3,3.525,0.31799984
0,31856.257,22686.0,4.3,3.595,0.32800007
1,31856.257,22686.0,4.3,3.615,0.3169999
1,31856.257,22686.0,4.3,3.595,0.3369999
1,31856.257,22686.0,4.3,3.546,0.342
1,31856.257,22686.0,4.3,3.569,0.3399999
1,31856.257,22686.0,4.3,3.598,0.352
0,31856.257,22686.0,4.3,3.674,0.3820002
1,31856.257,22686.0,4.3,3.635,0.40900016
1,31856.257,22686.0,4.3,3.654,0.431
